"Data ID","ISO","Event ID","Event Date","Year","Time Precision","Event Type","Actor I","Associated Actor 1","Inter 1","Actor 2","Associated Actor 2","Inter 2","Interaction","Region","Country","Province","Administration 1","Administration 2","Administration 3","Location","Latitude","Longitude","Geo Precision","Source","Coverage","Notes","Fatalities","Timestamp","CC"
"2103573","144","SRI2378","2378","16 January 2014","2014","1","Riots/Protests","Protesters (Sri Lanka)","Health Workers (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Colombo","Colombo","Colombo","6.9319","79.8478","1","Ada Derana","National","Health workers staged a protest in Maradana, a suburb of Colombo city, Western, on 16 Jan. There was no mention of the reason for their protest.","0","1542756409","LKA"
"2103574","144","SRI2379","2379","16 January 2014","2014","1","Riots/Protests","Protesters (Sri Lanka)","Labour Group (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Colombo","Colombo","Colombo","6.9319","79.8478","1","Ada Derana","National","People involved in the film industry staged a protest in Colombo city, Western, on 16 Jan, demanding ammendments to the Film Corporation of Sri Lanka Act.","0","1542756409","LKA"
"2103576","144","SRI2380","2380","16 January 2014","2014","1","Riots/Protests","Protesters (Sri Lanka)","","6","","","0","60","Southern Asia","Sri Lanka","Eastern","Ampara","Uhana","Uhana","7.3667","81.6333","1","Hiru News","National","A protest was staged in Uhana, Eastern, on 16 Jan demanding the cancellation of the transfer of the Uhana Galapitagala Maha Vidyalaya Principal.","0","1542756409","LKA"
"2103577","144","SRI2381","2381","16 January 2014","2014","1","Riots/Protests","Protesters (Sri Lanka)","","6","","","0","60","Southern Asia","Sri Lanka","North Central","Anuradhapura","Kekirawa","Maradankadawala","8.1268","80.5621","1","Hiru News","National","Parents staged a protest in Maradankadawala, North Central on 16 Jan against the denial of admission to local students applying to the Embilipitiya President's College.","0","1542756409","LKA"
"2103571","144","SRI2376","2376","14 January 2014","2014","2","Riots/Protests","Protesters (Sri Lanka)","","6","","","0","60","Southern Asia","Sri Lanka","Western","Gampaha","Gampaha","Rathupaswala","7.0555","80.0152","1","Hiru News","National","Residents of Rathupaswala, Western, staged a protest in Jan against the stoppage of the supply of clean water.","0","1542756409","LKA"
"2103570","144","SRI2375","2375","13 January 2014","2014","1","Riots/Protests","Protesters (Sri Lanka)","Health Workers (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Colombo","Colombo","Colombo","6.9319","79.8478","1","Daily Mirror","National","The Sri Lanka Medical Administration Association staged a protest in Colombo city, Western, on 13 Jan against smoking.","0","1542756409","LKA"
"2103569","144","SRI2374","2374","06 January 2014","2014","1","Riots/Protests","Protesters (Sri Lanka)","","6","","","0","60","Southern Asia","Sri Lanka","Western","Colombo","Colombo","Colombo","6.9319","79.8478","1","Daily News","National","A protest was staged in Colombo city, Western, on 6 Jan against the kidnapping of a driving instructor.","0","1542756409","LKA"
"2103568","144","SRI2373","2373","03 January 2014","2014","1","Riots/Protests","Protesters (Sri Lanka)","Prisoners (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Colombo","Colombo","Colombo","6.9319","79.8478","1","Daily Mirror","National","Death row inmates staged a protest at a prison in Colombo city, Western, on 3 Jan demanding their sentence to be carried out, or their release.","0","1542756409","LKA"
"2103567","144","SRI2372","2372","02 January 2014","2014","1","Riots/Protests","Protesters (Sri Lanka)","Labour Group (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Colombo","Colombo","Colombo","6.9319","79.8478","1","Daily Mirror","National","The National Organiser of the Restaurant Owners' Association, along with his family, staged a protest in Colombo city, Western, on 2 January demanding government assistance in overcoming his financial constraints.","0","1542756409","LKA"
"1857986","144","SRI2371","2371.0","31 December 2013","2013","1","Violence against civilians","Military Forces of Sri Lanka (2008-2015)","","1","Civilians (Sri Lanka)","","7","17","Southern Asia","Sri Lanka","Uva","Badulla","Etimale","Etimale","6.8833","81.05","1","Daily Mirror","National","A group of army personnel that included eight soldiers and a sergeant of a Commando unit has been taken into custody by the police in connection with the alleged assault of three chena cultivators in a state forest reserve in the Lepolonara area. The three civilians were injured in the assault and admitted to the Monaragala General Hospital.","0","1536936462","LKA"
"1859391","144","SRI2369","2369.0","27 December 2013","2013","1","Remote violence","Unidentified Armed Group (Sri Lanka)","","3","Civilians (Sri Lanka)","","7","37","Southern Asia","Sri Lanka","Eastern","Trincomalee","Trincomalee Town and Gravets","Trincomalee","8.5711","81.2335","1","Daily Mirror","National","1 child was reported killed and 2 others injured as the IED they were examining in a jungle area in Trincomalee exploded. Police are investigating.","1","1536936463","LKA"
"2103566","144","SRI2370","2370","27 December 2013","2013","2","Strategic development","Unidentified Armed Group (Sri Lanka)","","3","Civilians (Sri Lanka)","Government of Sri Lanka (2008-2015)","7","37","Southern Asia","Sri Lanka","North Western","Puttalam","Arachchikattuwa PS","Arachchikattuwa","7.6918","79.8473","1","Daily Mirror","National","Property destruction: The house of the Opposition Leader of Arachchikattuwa Pradeshiya Sabha came under attack by an armed gang of six who came in trishaws entered his house and caused damages to his house, household stuff and a vehicle belonging to his father. According to the police, individuals concerned have been identified as close confidantes of a leading politician of the area. The Leader staged a fast in front of his house on December 27 but it is unclear when the event took place.","0","1542756409","LKA"
"2103564","144","SRI2367","2367","24 December 2013","2013","1","Strategic development","Rioters (Sri Lanka)","","5","Civilians (Sri Lanka)","Christian Group (Sri Lanka)","7","57","Southern Asia","Sri Lanka","Southern","Galle","Hikkaduwa","Hikkaduwa","6.1407","80.1012","1","Colombo Telegraph","National","Property destruction: The Assemblies of God Church was attacked by a group of unidentified assailants throwing fire crackers into the church premises and into the pastors residence adjoining the church. It is unclear if there were people present.","0","1542756409","LKA"
"1857020","144","SRI2368","2368.0","24 December 2013","2013","1","Riots/Protests","Rioters (Sri Lanka)","Buddhist Group (Sri Lanka)","5","Civilians (Sri Lanka)","Christian Group (Sri Lanka)","7","57","Southern Asia","Sri Lanka","Southern","Hambantota","Angunakolapelessa","Angunakolapelessa","6.164","80.8913","1","Colombo Telegraph","National","The pastor of the Assemblies of God church was surrounded by a mob of over 300 villagers together with Buddhist monks, demanding he stops all worship services planned for Christmas day. It is unclear how the events unfolded.","0","1536936461","LKA"
"1857014","144","SRI2366","2366.0","13 December 2013","2013","1","Riots/Protests","Rioters (Sri Lanka)","Government of Sri Lanka (2008-2015)","5","Civilians (Sri Lanka)","Government of Sri Lanka (2008-2015)","7","57","Southern Asia","Sri Lanka","Southern","Galle","Balapitiya","Andadola","6.2608","80.0555","1","Daily Mirror","National","The former chairman and a present member of the Balapitiya Pradeshiya Sabha had been admitted to hospital after being assaulted with a helmet by another PS member. The attack had come at the residence of a PS member in Andadola, during a function held after the meeting held to discuss the 2014 budget of the PS.","0","1536936461","LKA"
"2103562","144","SRI2364","2364","11 December 2013","2013","1","Riots/Protests","Protesters (Sri Lanka)","Health Workers (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Colombo","Colombo","Colombo","6.9319","79.8478","1","Hiru News","National","Minor Health workers staged a protest in Colombo, Western, on 11 Dec against salary anomalies.","0","1542756409","LKA"
"2103563","144","SRI2365","2365","11 December 2013","2013","1","Riots/Protests","Protesters (Sri Lanka)","Labour Group (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Gampaha","Gampaha","Rathupaswala","7.0555","80.0152","1","Hiru News","National","The Organization to protect and promote factory employment staged a protest in Rathupaswala, Western, on 11 Dec demanding the opening of the controversial Rathupaswala glove factory.","0","1542756409","LKA"
"2103561","144","SRI2363","2363","09 December 2013","2013","1","Riots/Protests","Protesters (Sri Lanka)","Labour Group (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Colombo","Colombo","Colombo","6.9319","79.8478","1","Hiru News","National","Milko workers staged a protest in Colombo, Western, on 9 Dec, in favor of their demands which included year end bonuses.","0","1542756409","LKA"
"2103560","144","SRI2362","2362","05 December 2013","2013","1","Riots/Protests","Protesters (Sri Lanka)","","6","","","0","60","Southern Asia","Sri Lanka","North Western","Kurunegala","Ambanpola","Ambanpola","7.9204","80.2351","1","Hiru News","National","Residents of Kasikote staged a protest in Ambanpola, North Western, on 5 Dec against wild elephant attacks.","0","1542756409","LKA"
"2103559","144","SRI2361","2361","02 December 2013","2013","1","Riots/Protests","Protesters (Sri Lanka)","Farmers (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Colombo","Colombo","Colombo","6.9319","79.8478","1","Hiru News","National","Farmers staged a protest in Colombo, Western, on 2 Dec, against the 2014 budget.","0","1542756409","LKA"
"2103558","144","SRI2360","2360","28 November 2013","2013","1","Riots/Protests","Protesters (Sri Lanka)","Labour Group (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Colombo","Moratuwa","Moratuwa","6.773","79.8816","1","Ada Derana","National","A large number of carpenters have gathered in Moratuwa to protest against the 2014 Budget proposal which allows for furniture to be transported without permits.","0","1542756409","LKA"
"1858971","144","SRI2359","2359.0","26 November 2013","2013","1","Violence against civilians","Unidentified Armed Group (Sri Lanka)","","3","Civilians (Sri Lanka)","EPDP: Eelam People's Democratic Party; Government of Sri Lanka (2008-2015)","7","37","Southern Asia","Sri Lanka","Northern","Jaffna","Delft","Neduntheevu","9.5167","79.6833","1","Asian Tribune (India)","Regional","The Chairman of the Delft Pradeshiya Sabha - EPDP party - was killed by a shot in the head in his home. The exact motive behind his killing is not known. Police are investigating.","1","1536936463","LKA"
"2103556","144","SRI2358","2358","25 November 2013","2013","1","Riots/Protests","Protesters (Sri Lanka)","JVP: Janatha Vimukthi Peramuna","6","","","0","60","Southern Asia","Sri Lanka","Western","Colombo","Colombo","Colombo","6.9319","79.8478","1","Hiru News","National","JVP staged a protest in Colombo, Western, on 25 Nov, against the 2014 budget.","0","1542756409","LKA"
"2103554","144","SRI2356","2356","21 November 2013","2013","1","Riots/Protests","Protesters (Sri Lanka)","Students (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Colombo","Colombo","Colombo","6.9319","79.8478","1","Daily Mirror","National","Undergraduates students staged a protests at the Fort Railway Station in Colombo urging the responsible authorities to provide solutions to the various academic crises.","0","1542756409","LKA"
"2103555","144","SRI2357","2357","21 November 2013","2013","1","Riots/Protests","Protesters (Sri Lanka)","Students (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Colombo","Colombo","Colombo","6.9319","79.8478","1","Daily Mirror","National","2012 A/L students staged a protest in front of the University Grants Commission (UGC) in Colombo urging the responsible authorities to provide solutions to the various academic crises.","0","1542756409","LKA"
"2103548","144","SRI2350","2350","20 November 2013","2013","1","Riots/Protests","Protesters (Sri Lanka)","IUSF: Inter University Students' Federation","6","","","0","60","Southern Asia","Sri Lanka","Western","Colombo","Colombo","Colombo","6.9319","79.8478","1","Daily Mirror","National","Students of Ruhunu University staged a protest in front of Galle bus stand in Colombo against the proposed Education Zone System. It was organised by the Inter University Students' Federation and more than 1000 students participated.","0","1542756409","LKA"
"2103549","144","SRI2351","2351","20 November 2013","2013","1","Riots/Protests","Protesters (Sri Lanka)","IUSF: Inter University Students' Federation","6","","","0","60","Southern Asia","Sri Lanka","Western","Colombo","Colombo","Colombo","6.9319","79.8478","1","Hiru News","National","IUSF staged a protest in Colombo, Western, on 20 Nov, against the cancellation of a 4-year degree course on Allied Health Science.","0","1542756409","LKA"
"2103550","144","SRI2352","2352","20 November 2013","2013","1","Riots/Protests","Protesters (Sri Lanka)","Fishermen (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Colombo","Colombo","Colombo","6.9319","79.8478","1","Hiru News","National","Fishing communities staged a protest in Colombo, Western, on 20 Nov demanding the authorities negotiate the release of their relatives from the custody of the Indian Coast Guards.","0","1542756409","LKA"
"2103551","144","SRI2353","2353","20 November 2013","2013","1","Riots/Protests","Protesters (Sri Lanka)","Labour Group (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Colombo","Colombo","Colombo","6.9319","79.8478","1","Hiru News","National","Trade Unions staged a protest in Colombo, Western, on 20 Nov, against the 2014 budget.","0","1542756409","LKA"
"2103552","144","SRI2354","2354","20 November 2013","2013","1","Riots/Protests","Protesters (Sri Lanka)","Students (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Colombo","Colombo","Colombo","6.9319","79.8478","1","Hiru News","National","Colombo University students staged a protest in Colombo, Wester, on 20 Nov, against the lack of hostel facilities.","0","1542756409","LKA"
"2103553","144","SRI2355","2355","20 November 2013","2013","1","Riots/Protests","Protesters (Sri Lanka)","Students (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Colombo","Colombo","Colombo","6.9319","79.8478","1","Hiru News","National","Students staged a protest near the University Grants Commission in Colombo, Wester, on 20 Nov, against discrimination during the release of aggregated marking.","0","1542756409","LKA"
"1859004","144","SRI2348","2348.0","19 November 2013","2013","1","Riots/Protests","Rioters (Sri Lanka)","","5","Police Forces of Sri Lanka (2008-2015)","","1","15","Southern Asia","Sri Lanka","Eastern","Ampara","Ninthavur","Nintavur","7.3497","81.853","1","Daily News","National","Rioters in Nintavur town, Eastern, clashed with police on 19 November, over the inaction of police to arrest people involved in robberies. Police used tear gas against the rioters.","0","1536936463","LKA"
"2103546","144","SRI2349","2349","19 November 2013","2013","1","Riots/Protests","Protesters (Sri Lanka)","BBS: Bodu Bala Sena","6","","","0","60","Southern Asia","Sri Lanka","Western","Colombo","Colombo","Colombo","6.9319","79.8478","1","Ada Derana","National","The Bodu Bala Sena (BBS) organization held a protest in front of the UNP headquarters in Colombo over the clash which took place at Sirikotha last week during a human rights summit. The Buddhist monks accused the opposition party of getting funds from NGOs in order to betray the country.","0","1542756409","LKA"
"1859002","144","SRI2347","2347.0","17 November 2013","2013","1","Riots/Protests","Rioters (Sri Lanka)","","5","Police Forces of Sri Lanka (2008-2015)","","1","15","Southern Asia","Sri Lanka","Eastern","Ampara","Ninthavur","Nintavur","7.3497","81.853","1","Ada Derana","National","A clash broke out between residents and a group of STF officers, as the police moved in and used tear gas to disperse a crowd that was blocking the Akkaraipattu-Kalmunai road with burning tyres. 21 people were arrested and 2 policemen injured.","0","1536936463","LKA"
"2103545","144","SRI2346","2346","15 November 2013","2013","1","Riots/Protests","Protesters (Sri Lanka)","","6","","","0","60","Southern Asia","Sri Lanka","Northern","Jaffna","Jaffna","Jaffna","9.6685","80.0074","1","Hiru News","National","Relatives of missing persons staged a protest in Jaffna, Northern, on 15 Nov requesting the visiting British Prime Minister to find the missing persons.","0","1542756409","LKA"
"1859320","144","SRI2345","2345.0","14 November 2013","2013","1","Riots/Protests","Rioters (Sri Lanka)","","5","Rioters (Sri Lanka)","UNP: United National Party","5","55","Southern Asia","Sri Lanka","Western","Colombo","Sri Jayawardanapura Kotte","Sri Jayawardenepura Kotte","6.883","79.9071","1","Ada Derana","National","A clash broke out after a group calling themselves the 'organization for building national unity' pelted stones at the UNP headquarters in Sri Jayawardenepura Kotte.","0","1536936463","LKA"
"2103544","144","SRI2344","2344","13 November 2013","2013","1","Riots/Protests","Protesters (Sri Lanka)","","6","","","0","60","Southern Asia","Sri Lanka","North Central","Anuradhapura","N. Palatha East","Anuradhapura","8.3123","80.4131","1","Ada Derana","National","A protest was held against Channel 4's Callum Macrae, a film maker, writer and journalist near the Anuradhapura railway station. Police are investigating over the reason of the protest.","0","1542756409","LKA"
"2103542","144","SRI2342","2342","11 November 2013","2013","1","Riots/Protests","Protesters (Sri Lanka)","","6","","","0","60","Southern Asia","Sri Lanka","Western","Gampaha","Negombo","Negombo","7.2083","79.8358","1","Daily News","National","A protest was staged outside the Bandaranaike International Airport in Negombo city, Western, on 11 November, against the arrival of Channel 4 journalists in Sri Lanka.","0","1542756409","LKA"
"2103543","144","SRI2343","2343","11 November 2013","2013","1","Riots/Protests","Protesters (Sri Lanka)","","6","","","0","60","Southern Asia","Sri Lanka","Western","Kalutara","Horana","Munagama","6.7233","80.0864","1","Daily Mirror","National","A protest was staged by the people residing around the Horana Waulugala Industrial Estate belonging to the Industrial Development Board (IDB) to decry a decision that was taken by the Board to close off the road running through it as a security measure.","0","1542756409","LKA"
"2103541","144","SRI2341","2341","08 November 2013","2013","1","Riots/Protests","Protesters (Sri Lanka)","Students (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Gampaha","Mahara","Ragama","7.0292","79.917","1","Daily Mirror","National","Students from Kelaniya University Medical Faculty staged a protest in front of the Ragama Teaching Hospital against the government's plans to establish 'Free Education zones' and the alleged failure of the Malabe private medical college to fulfil conditions that permitted it to operate as a recognised medical-science teaching institution.","0","1542756409","LKA"
"1859409","144","SRI2340","2340.0","28 October 2013","2013","1","Violence against civilians","Sinhalese Ethnic Militia (Sri Lanka)","","4","Civilians (Sri Lanka)","Farmers (Sri Lanka)","7","47","Southern Asia","Sri Lanka","Eastern","Trincomalee","Trincomalee Town and Gravets","Trincomalee","8.5711","81.2335","1","TamilNet","National","7 Tamil farmers were seriously injured when Sinhala encroachers, accompanied by Sinhala paramilitary known as 'home guards' attacked them using axes and swords. The attack took place when the uprooted Tamil farmers were preparing to resume agriculture at their 900 acres of paddy land after securing permission from the divisional secretary and the SL police to engage in farming.","0","1536936463","LKA"
"1859096","144","SRI2339","2339.0","23 October 2013","2013","1","Riots/Protests","Rioters (Sri Lanka)","Students (Sri Lanka)","5","Civilians (Sri Lanka)","Teachers (Sri Lanka)","7","57","Southern Asia","Sri Lanka","Western","Colombo","Maharagama","Pannipitiya","6.8462","79.9448","1","Daily Mirror","National","A group of eight students assaulted the principal, vice principal and two other teachers, inside the school premises. According to authorities there was a move to relocate the primary section of the school and establish it as a separate school.","0","1536936463","LKA"
"2103539","144","SRI2338","2338","22 October 2013","2013","1","Riots/Protests","Protesters (Sri Lanka)","Students (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","North Central","Anuradhapura","Mihinthale","Rajarata","8.3593","80.5103","1","Daily Mirror","National","Students of Rajarata University staged a protest in front of the administration building of the university against the suspension of the students leading the campaign for student's rights and to protect the state universities.","0","1542756409","LKA"
"1859501","144","SRI2337","2337.0","14 October 2013","2013","1","Riots/Protests","Rioters (Sri Lanka)","","5","Police Forces of Sri Lanka (2008-2015)","Civilians (Sri Lanka)","1","15","Southern Asia","Sri Lanka","Western","Gampaha","Gampaha","Weliweriya","7.0333","80.0166","1","Daily Mirror","National","According to Buddhist monks, about 150 people forcibly entered in a temple and caused extensive damage to the buildings, some motorcar and three vehicles of visitors to the temple, prompting the intervention of the police. A visitor to the temple was injured and admitted to the Gampaha general hospital. During investigations Weliweriya and Malwatuhiripitiya police arrested 17 suspects.","0","1536936464","LKA"
"2103538","144","SRI2336","2336","12 October 2013","2013","1","Riots/Protests","Protesters (Sri Lanka)","Fishermen (Sri Lanka)","6","Police Forces of Sri Lanka (2008-2015)","","1","16","Southern Asia","Sri Lanka","Southern","Hambantota","Hambantota","Hambantota","6.1241","81.1185","1","Hiru News","National","Fisherman protesting in Hambantota, Southern, on 12 Oct, against the death of their colleague, were arrested by the police.","0","1542756409","LKA"
"2103537","144","SRI2335","2335","10 October 2013","2013","1","Riots/Protests","Protesters (Sri Lanka)","Labour Group (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Western","Kalutara","Minuwangoda","Kalawana","7.163","79.9699","1","Daily Mirror","National","The staff of the Kalawana Divisional Secretariat staged a protest compelling the police to arrest the leader of the opposition of the Kalawana Pradeshiya Sabha who allegedly threatened and intimidated the Divisional Secretary G.D.L. Udayakumari with death.","0","1542756409","LKA"
"1859120","144","SRI2334","2334.0","09 October 2013","2013","1","Violence against civilians","Unidentified Armed Group (Sri Lanka)","Students (Sri Lanka)","3","Civilians (Sri Lanka)","Students (Sri Lanka)","7","37","Southern Asia","Sri Lanka","Central","Kandy","Yatinuwara","Peradeniya","7.2622","80.5841","1","Daily Mirror","National","A student from Peradeniya University was injured in an attack allegedly made by a group of students of the same university that came out of a van with iron rods. The student was admitted to the hospital. Police are investigating.","0","1536936463","LKA"
"1858787","144","SRI2331","2331.0","05 October 2013","2013","1","Riots/Protests","Rioters (Sri Lanka)","UNP: United National Party","5","Rioters (Sri Lanka)","UNP: United National Party; Government of Sri Lanka (2008-2015)","5","55","Southern Asia","Sri Lanka","Southern","Matara","Matara Four Gravets","Matara","5.9485","80.5353","1","Ada Derana","National","A clash broke out between UNP supporters during a march staged for demanding that Opposition Leader Ranil Wickramasinghe step down from party leadership. During the clash, the UNP Southern Provincial Council member was shot and injured.","0","1536936463","LKA"
"2103536","144","SRI2332","2332","05 October 2013","2013","1","Riots/Protests","Protesters (Sri Lanka)","Students (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Central","Kandy","K.F.G. & G. Korale","Kandy","7.2955","80.6356","1","Daily Mirror","National","Students of Peradeniya University staged a protest in Kandy Town against private universities and the violation of free education.","0","1542756409","LKA"
"1857218","144","SRI2333","2333.0","05 October 2013","2013","1","Riots/Protests","Rioters (Sri Lanka)","CWC: Ceylon Workers Congress","5","Rioters (Sri Lanka)","NUW: National Union of Workers","5","55","Southern Asia","Sri Lanka","Central","Nuwara Eliya","Ambagamuwa","Bogawanthalawa","6.7994","80.665","1","Daily Mirror","National","Supporters of the two major Sri Lankan trade unions clashed over a series of functions which had been held in Bogawantalawa area to welcome the provincial councillors who had been successful at the recent elections. Two people were injured and 3 arrested.","0","1536936461","LKA"
"1858136","144","SRI2329","2329.0","04 October 2013","2013","1","Violence against civilians","Rioters (Sri Lanka)","","5","Civilians (Sri Lanka)","Government of Sri Lanka (2008-2015)","7","57","Southern Asia","Sri Lanka","Central","Kandy","Minipe","Hasalaka","7.3576","80.9547","1","Ada Derana","National","The Chairman of the Minipe Pradeshiya Sabha has been critically injured and hospitalised following an assault by an unknown group of persons. Police are investigating.","0","1536936462","LKA"
"1857094","144","SRI2330","2330.0","04 October 2013","2013","1","Violence against civilians","Rioters (Sri Lanka)","","5","Civilians (Sri Lanka)","Students (Sri Lanka)","7","57","Southern Asia","Sri Lanka","Southern","Galle","Baddegama","Baddegama","6.1601","80.2017","1","Daily Mirror","National","A group of students have been allegedly assaulted by the conductor of a private bus, who attack them with an iron bar. Three of them have been hospitalized.","0","1536936461","LKA"
"2103534","144","SRI2326","2326","03 October 2013","2013","1","Riots/Protests","Protesters (Sri Lanka)","Health Workers (Sri Lanka)","6","","","0","60","Southern Asia","Sri Lanka","Southern","Matara","Matara Four Gravets","Matara","5.9485","80.5353","1","Daily Mirror","National","The staff of the Cooperative Hospital in Matara staged a protest against the non-payment of salaries for the past two months. They charged that due to the weaknesses of the administration, the salaries that were due for the months of August and September had not been paid to them.","0","1542756409","LKA"
"1859046","144","SRI2327","2327.0","03 October 2013","2013","1","Riots/Protests","Rioters (Sri Lanka)","Students (Sri Lanka); Sinhalese Ethnic Group (Sri Lanka)","5","Rioters (Sri Lanka)","Students (Sri Lanka); Muslim Group (Sri Lanka)","5","55","Southern Asia","Sri Lanka","Eastern","Ampara","Addalachchenai","Oluvil","7.2945","81.8611","1","TamilNet","National","20 students have been hospitalized following a clash between Sinhala and Muslim students. It is alleged that the clash broke out when Sinhala students opposed the election of a Muslim as leader in the student union elections.","0","1536936463","LKA"
"1859044","144","SRI2328","2328.0","03 October 2013","2013","1","Riots/Protests","Rioters (Sri Lanka)","Students (Sri Lanka)","5","Police Forces of Sri Lanka (2008-2015)","","1","15","Southern Asia","Sri Lanka","Eastern","Ampara","Addalachchenai","Oluvil","7.2945","81.8611","1","Daily Mirror","National","A clash between two student factions led to police intervention in South Eastern University. 53 students were arrested and 23 injured. According to the police, the clash erupted between second and third year students over an issue relating to hostel facilities in the University.","0","1536936463","LKA"
"1857244","144","SRI2325","2325.0","27 September 2013","2013","1","Violence against civilians","Unidentified Armed Group (Sri Lanka)","UPFA: United People's Freedom Alliance","3","Civilians (Sri Lanka)","UPFA: United People's Freedom Alliance","7","37","Southern Asia","Sri Lanka","Northern","Jaffna","Thenmaradchy (Chavakachcheri)","Chavakachcheri","9.6663","80.1581","1","CaFFE","National","According to the CaFFE, S. Ramanathan, father of UPFA Jaffna group leader R. Ankajan, shot and injured two supporters of another UPFA candidate.","0","1536936462","LKA"
"1858134","144","SRI2324","2324.0","25 September 2013","2013","1","Violence against civilians","Police Forces of Sri Lanka (2008-2015)","","1","Civilians (Sri Lanka)","","7","17","Southern Asia","Sri Lanka","Western","Colombo","Seethawaka","Hanwella","6.9012","80.0852","1","Daily Mirror","National","A man was hospitalized after he sustained serious injuries allegedly in a police assault. According to him, a group of police officers entered into his house at night in search of a man. Police are investigating.","0","1536936462","LKA"
"1858920","144","SRI2323","2323.0","24 September 2013","2013","1","Remote violence","Unidentified Armed Group (Sri Lanka)","","3","Civilians (Sri Lanka)","","7","37","Southern Asia","Sri Lanka","Northern","Kilinochchi","Pachchilaipalli","Muhamalai","9.6364","80.2937","1","Ada Derana","National","2 persons were injured due to a landmine explosion while collecting firewood from a forest area. Police are investigating.","0","1536936463","LKA"
"1858181","144","SRI2322","2322.0","23 September 2013","2013","1","Riots/Protests","Rioters (Sri Lanka)","UPFA: United People's Freedom Alliance","5","Rioters (Sri Lanka)","UPFA: United People's Freedom Alliance","5","55","Southern Asia","Sri Lanka","North Western","Kurunegala","Nikaweratiya","Hulugalla","7.7816","80.1371","1","Daily Mirror","National","A clash broke out between factions of supporters of UPFA. The police arrested a number of supporters after the incident. Police are investigating over the reason of the clash.","0","1536936462","LKA"
"1859430","144","SRI2319","2319.0","22 September 2013","2013","1","Riots/Protests","Rioters (Sri Lanka)","SLMC: Sri Lanka Muslim Congress","5","Civilians (Sri Lanka)","Journalists (Sri Lanka); CaFFE: Campaign for Free and Fair Election","7","57","Southern Asia","Sri Lanka","Northern","Vavuniya","Vavuniya","Vavuniya","8.7514","80.4971","1","CaFFE","National","Groups of SLMC supporters attempted to chase away CaFFE observers and independent journalists who were keeping tabs on post election situation.","0","1536936463","LKA"
"1858600","144","SRI2320","2320.0","22 September 2013","2013","1","Violence against civilians","Rioters (Sri Lanka)","UPFA: United People's Freedom Alliance","5","Civilians (Sri Lanka)","SLFP: Sri Lanka Freedom Party","7","57","Southern Asia","Sri Lanka","North Western","Kurunegala","Kurunegala","Kurunegala","7.4863","80.3623","1","CaFFE","National","The CaFFE reported the assault - and the subsequent hospitalisation - of an SLFP supporter by a group of UPFA supporters. Police are investigating.","0","1536936463","LKA"
"1858140","144","SRI2321","2321.0","22 September 2013","2013","1","Riots/Protests","Rioters (Sri Lanka)","","5","Rioters (Sri Lanka)","","5","55","Southern Asia","Sri Lanka","Central","Nuwara Eliya","Ambagamuwa","Hatton","6.8916","80.5955","1","CaFFE","National","A clash between supporters of election candidates took place in Hatton and led to the hospitalisation of several people.","0","1536936462","LKA"
"1859101","144","SRI2310","2310.0","21 September 2013","2013","1","Riots/Protests","Rioters (Sri Lanka)","","5","Rioters (Sri Lanka)","","5","55","Southern Asia","Sri Lanka","Central","Kandy","Pathadumbara","Pathadumbara","7.3596","80.6379","1","Ada Derana","National","According to the People's Action for Free and Fair Elections (PAFFREL), one person was injured and hospitalized following a clash between two groups of political supporters in Pathadumbara.","0","1536936463","LKA"
"1858699","144","SRI2311","2311.0","21 September 2013","2013","1","Violence against civilians","Private Security Forces (Sri Lanka)","ACMC: All Ceylon Makkal Congress","8","Civilians (Sri Lanka)","Our Nation Party","7","78","Southern Asia","Sri Lanka","Northern","Mannar","Mannar Town","Mannar","8.9894","79.8784","1","CMEV","National","The CMEV reported the alleged assault of a candidate of Our Nation Party - who was subsequently hospitalised - by the body guards of ACMC minister Rishad Bathiudeen. Police are investigating.","0","1536936463","LKA"
